F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,Class
0.116571462,0.067755345,0.021228506,0.011021236,0.007213041,0.005243536,0.004538583,0.004302388,0.004923763,0.005761712,0.055084376,0.045992674,0.030905246,0.023597727,0.018812047,0.016471896,0.015087429,0.014825797,Non Cancer
0.150474045,0.041620481,0.017646989,0.01078984,0.007446758,0.005276998,0.004056508,0.00379708,0.004032924,0.003886701,0.04131978,0.037882361,0.029409684,0.0245631,0.02280017,0.021679913,0.020076177,0.019109219,Non Cancer
0.026503435,0.067362291,0.051532842,0.030587868,0.017626599,0.012031833,0.009915189,0.009112825,0.009098302,0.012983052,0.023922073,0.031412016,0.030366401,0.027930263,0.025145587,0.023203212,0.020901407,0.020015539,Cancer
0.089729928,0.0630349,0.027460954,0.014964701,0.01026924,0.008063039,0.007288788,0.006751807,0.007580173,0.011885178,0.033388558,0.0367936,0.030329015,0.025554464,0.02142096,0.019381265,0.018794332,0.019206434,Non Cancer
0.048274934,0.060945965,0.041351229,0.027152209,0.017663043,0.0132093,0.009636755,0.008586262,0.008508126,0.011737741,0.025415856,0.032769308,0.031171864,0.027838068,0.024478226,0.022251354,0.020810182,0.01976403,Cancer
0.047318943,0.064361845,0.042521182,0.028651837,0.017529415,0.012634352,0.009288644,0.008517709,0.0084728,0.008562618,0.022723871,0.029841921,0.0293105,0.028591958,0.026601,0.024348073,0.02371935,0.02275381,Non Cancer
0.01026557,0.026142022,0.029930721,0.032240023,0.031374035,0.027549253,0.023526016,0.021469294,0.021848163,0.020523923,0.009056794,0.014775926,0.016850689,0.019737317,0.022353323,0.024662625,0.02902865,0.034134373,Cancer
0.041789469,0.04149076,0.028676119,0.022353433,0.019137327,0.016598295,0.014915565,0.015264059,0.019436036,0.024271149,0.012715071,0.018460252,0.019366337,0.020640832,0.021795842,0.023458659,0.026684722,0.030279194,Non Cancer
0.019899595,0.0436877,0.042755474,0.031884331,0.022264622,0.016420975,0.013696841,0.012673931,0.01333048,0.026708841,0.020603299,0.027009184,0.025318843,0.023570465,0.022105019,0.021368668,0.020378404,0.020980543,Non Cancer
0.167936381,0.035128753,0.016105319,0.008598414,0.005680299,0.004566515,0.004031899,0.003341353,0.003007217,0.001283079,0.024993317,0.026263031,0.025839793,0.026107101,0.025772966,0.026307583,0.027488194,0.026753096,Non Cancer
0.069858581,0.084437919,0.038213087,0.017988974,0.010300815,0.007424497,0.005770614,0.005566874,0.005165388,0.0042186,0.036792905,0.041838447,0.036127756,0.029805849,0.023885427,0.019678811,0.018324545,0.017275887,Non Cancer
0.100824021,0.076318286,0.021600913,0.010730059,0.007714082,0.006298722,0.005409491,0.005279811,0.005887453,0.007949729,0.050586152,0.045410084,0.029566944,0.021319323,0.017347423,0.016591576,0.015980229,0.016850935,Non Cancer
0.022054601,0.06187142,0.054777577,0.034456863,0.021870536,0.014257631,0.010856121,0.008820368,0.00894185,0.009674427,0.033860494,0.03884864,0.031828422,0.027024341,0.022956517,0.02110851,0.01979429,0.018030952,Non Cancer
0.091603256,0.083580913,0.025052295,0.012168041,0.007908658,0.006029073,0.005301492,0.005055175,0.005722125,0.006063178,0.050517644,0.046133208,0.031702844,0.023187868,0.018413115,0.016575214,0.015893106,0.015934791,Cancer
0.035958326,0.067158765,0.048873798,0.027918846,0.018512738,0.013830774,0.011325291,0.008705922,0.007727349,0.007990552,0.024405264,0.032179011,0.029534334,0.027248186,0.025763455,0.024666779,0.024940948,0.022920533,Cancer
0.077595014,0.067320042,0.03282445,0.018477436,0.01331076,0.00971306,0.007990834,0.006801331,0.006691868,0.007420165,0.027672369,0.034641544,0.030883297,0.027730749,0.024621986,0.022104326,0.021637282,0.021053477,Non Cancer
0.026697233,0.072234878,0.053681026,0.027284862,0.016141669,0.011070646,0.008850713,0.008110735,0.009068354,0.013487906,0.033734275,0.037604649,0.031583262,0.026145877,0.021767676,0.019504215,0.017839265,0.018252782,Cancer
0.142329662,0.051473034,0.015434574,0.008323715,0.00596647,0.004812301,0.004572664,0.003971126,0.005047047,0.006455525,0.050167257,0.045022399,0.030331188,0.021435278,0.017527729,0.015703554,0.01637356,0.017473933,Cancer
0.060407652,0.057055625,0.034964985,0.023072762,0.01584918,0.012724892,0.01075353,0.0094298,0.010020496,0.012576862,0.02352824,0.02835345,0.025926611,0.024944489,0.02382003,0.022731155,0.023008711,0.024837736,Non Cancer
0.010031079,0.037665108,0.046798264,0.039405978,0.028304722,0.020421327,0.015246361,0.012900767,0.012303373,0.021538416,0.020886781,0.027901573,0.027732983,0.02530676,0.023928723,0.022074238,0.02130459,0.020564262,Non Cancer
0.081880738,0.085272823,0.031586661,0.014495215,0.008904828,0.00617272,0.005527302,0.004585865,0.005182755,0.005112875,0.038196129,0.043645787,0.034901101,0.028786614,0.02302638,0.01939651,0.017503931,0.016300445,Cancer
0.00587424,0.019389522,0.030765514,0.035416583,0.034797447,0.03019168,0.025817461,0.022394596,0.019902952,0.020360005,0.018845891,0.025611082,0.025414771,0.025505376,0.024332541,0.024010389,0.023688237,0.025042282,Cancer
0.062923492,0.08647582,0.031343857,0.015053467,0.009819213,0.007479578,0.006688818,0.006812147,0.00738164,0.012817574,0.044152,0.039773799,0.028659625,0.022369815,0.019036288,0.016961449,0.016109023,0.017200853,Non Cancer
0.03477577,0.064687853,0.048362639,0.030025004,0.019317632,0.014562833,0.011505888,0.009021616,0.008396516,0.007475399,0.023467495,0.032013228,0.029916116,0.028052912,0.027262462,0.025641232,0.024455557,0.022439103,Non Cancer
0.151644399,0.043365308,0.014120132,0.008256252,0.005738267,0.004522097,0.004031061,0.00385406,0.004819002,0.007719539,0.045632066,0.043136919,0.030741121,0.022216513,0.018174032,0.01640402,0.016906475,0.017363252,Non Cancer
0.042340837,0.055267323,0.03510816,0.022134043,0.015359362,0.011816303,0.009878063,0.009416403,0.01170272,0.029581428,0.019712159,0.026212041,0.024768437,0.02344208,0.021067827,0.019822078,0.01929813,0.020939588,Cancer
0.043048479,0.073475033,0.040326103,0.021556995,0.0136046,0.010110642,0.008512884,0.007693987,0.008931431,0.018191877,0.03038288,0.033898675,0.028075411,0.023962731,0.020799971,0.019664434,0.018295967,0.01859441,Cancer
0.026692836,0.043907426,0.037054302,0.030233889,0.024926398,0.019618907,0.016707556,0.015480864,0.01465489,0.016578345,0.012471377,0.020322211,0.022407589,0.024934576,0.025008178,0.026766438,0.026905463,0.02775597,Non Cancer
0.050042803,0.078539197,0.03803993,0.019108835,0.012318452,0.008857968,0.00755938,0.007301838,0.00772261,0.016407191,0.03533756,0.036171849,0.02951205,0.024013,0.020360268,0.018800511,0.018038769,0.017748582,Non Cancer
0.1151194,0.060429008,0.020727277,0.011714411,0.00849801,0.006427018,0.005617133,0.005310533,0.006051,0.008084969,0.037069604,0.038423269,0.029439328,0.023128008,0.019275268,0.018563726,0.019014948,0.021519807,Non Cancer
0.011103062,0.027016324,0.03506713,0.036202067,0.033120835,0.02835893,0.023804694,0.01923597,0.015580025,0.01640877,0.024036511,0.030995847,0.029508355,0.026905245,0.025697865,0.02335072,0.021887376,0.02103738,Cancer
0.003609029,0.007971869,0.014532974,0.024892613,0.036456666,0.043342037,0.03916028,0.029327045,0.022896488,0.0222488,0.019337994,0.026303377,0.025659058,0.025861198,0.024631517,0.023776636,0.023439737,0.023928241,Cancer
0.007355182,0.016140035,0.027200023,0.036071962,0.036021162,0.028437378,0.02067942,0.01623075,0.015755403,0.036886947,0.021299911,0.028172489,0.025690524,0.023364588,0.021445056,0.019750497,0.018447828,0.018934061,Cancer
0.020361596,0.052335827,0.056109726,0.041072319,0.026217789,0.016105569,0.011093101,0.008865337,0.007809643,0.008023275,0.04286783,0.045207814,0.03421862,0.026475478,0.021400665,0.018179551,0.016504572,0.01574813,Cancer
0.017306046,0.032631564,0.036803006,0.03322282,0.0263744,0.01985244,0.015078858,0.012557856,0.012873435,0.03463966,0.023164202,0.028362183,0.024626021,0.022039727,0.020269584,0.019377258,0.019054425,0.020120863,Non Cancer
0.001493886,0.009945409,0.021748953,0.034184172,0.042589587,0.041870309,0.033792258,0.024330979,0.019125431,0.016735213,0.018899504,0.027447852,0.027848988,0.027696833,0.02749396,0.025681931,0.024552295,0.023256672,Cancer
0.012511518,0.031541262,0.042289158,0.04217964,0.036473361,0.028614481,0.021899878,0.014645236,0.009611172,0.008187435,0.029826735,0.036431819,0.032881917,0.03029502,0.027436215,0.024966389,0.021624194,0.017266122,Cancer
0.00351566,0.015851891,0.029193653,0.037888534,0.039744329,0.036228669,0.02882767,0.022387839,0.017689202,0.014938042,0.018946115,0.027064295,0.028276846,0.029315648,0.028258362,0.027138231,0.024805548,0.022021856,Cancer
0.063569092,0.068924607,0.041543783,0.023680894,0.013908252,0.009330259,0.007554024,0.0067698,0.006461472,0.006606252,0.037562336,0.041979463,0.032870395,0.026221245,0.021247788,0.018881709,0.018184621,0.019263767,Cancer
0.052702669,0.071861617,0.044872274,0.024574246,0.014994771,0.010326412,0.007755702,0.00705856,0.007139478,0.006971417,0.037353102,0.041255851,0.032454437,0.026366896,0.02260731,0.018847724,0.01811946,0.018212827,Non Cancer
0.027856468,0.054886686,0.046041863,0.034663204,0.023953415,0.01529745,0.012488196,0.010292729,0.010505194,0.011211835,0.019774945,0.028194838,0.028383695,0.027683349,0.026117406,0.024488511,0.022710104,0.023677998,Non Cancer
0.002499238,0.010827614,0.020487225,0.02904775,0.03442347,0.03689369,0.032838322,0.026113231,0.021281612,0.028470278,0.020646828,0.028126406,0.026795171,0.024923463,0.023225867,0.022068745,0.021180047,0.020911623,Cancer
0.021060344,0.027887001,0.02940323,0.025438546,0.019721855,0.01446221,0.011520436,0.01034155,0.012187867,0.062381567,0.014560149,0.01985244,0.019217655,0.018952859,0.019000015,0.016794591,0.017258891,0.017222617,Non Cancer
0.074510623,0.072216669,0.033999015,0.021302071,0.014752178,0.0102426,0.006710283,0.004558069,0.004546879,0.005729291,0.053003402,0.046531839,0.033055323,0.024599397,0.021313261,0.018918596,0.016602262,0.012428384,Non Cancer
0.005438058,0.015752562,0.018656512,0.023738425,0.027436853,0.030162731,0.033189962,0.03113528,0.027491644,0.029598378,0.006684565,0.011684291,0.015273136,0.018368857,0.023176812,0.025697222,0.029642211,0.034737823,Non Cancer
0.024293079,0.039731515,0.044641462,0.041706653,0.031747272,0.022306782,0.015382641,0.011365412,0.009189412,0.007708617,0.027841632,0.03708126,0.033253733,0.030106903,0.027891847,0.0229819,0.020605039,0.017642333,Cancer
0.080352686,0.063866564,0.037346496,0.021646615,0.013122754,0.008966903,0.006932658,0.005647214,0.005628494,0.005191693,0.041614667,0.042170028,0.033034645,0.026757189,0.022070937,0.019206769,0.018202127,0.017715405,Cancer
0.008363984,0.032204873,0.044436978,0.042071898,0.032801669,0.02421665,0.018584665,0.014844745,0.012767011,0.015766021,0.027258099,0.032890083,0.028557788,0.025777161,0.023500495,0.022103551,0.021214988,0.021064684,Non Cancer
0.024894368,0.044532532,0.043066022,0.035613684,0.02600514,0.01883957,0.013891914,0.011278332,0.011096833,0.016625285,0.025794602,0.032811343,0.030117902,0.026404437,0.023732776,0.021957718,0.019779733,0.019997532,Cancer
0.065592511,0.076209322,0.035254373,0.020613325,0.014000246,0.010657822,0.00802797,0.006500297,0.006054299,0.005671868,0.041513729,0.039145324,0.030415035,0.02509894,0.022033342,0.021136219,0.020357004,0.018721677,Non Cancer
0.002263345,0.009807827,0.019923469,0.038555322,0.050409213,0.047361242,0.033557857,0.02153497,0.015674416,0.008729871,0.028469858,0.035060718,0.032767195,0.029640762,0.026882499,0.02410613,0.022585162,0.019645832,Cancer
0.005257791,0.019543266,0.031187308,0.044987963,0.048013909,0.035960278,0.025068544,0.017186037,0.01247158,0.00825866,0.026222081,0.034714792,0.031053564,0.030292898,0.028019259,0.025812492,0.022569212,0.019927779,Cancer
0.01853082,0.051752708,0.053588636,0.037612784,0.024410897,0.015921103,0.011340409,0.00968698,0.00970523,0.013960347,0.037401086,0.039605659,0.031889655,0.025991328,0.020921541,0.018114725,0.017012439,0.016815341,Cancer
0.137693444,0.053577051,0.019023516,0.009911361,0.006484464,0.00469836,0.00366908,0.003656971,0.004147393,0.005710688,0.03911264,0.040105592,0.032252791,0.02631324,0.022135574,0.019271754,0.017879199,0.0166925,Cancer
0.005456747,0.020699893,0.031179329,0.036143655,0.036391689,0.032503392,0.025463605,0.019084025,0.016541677,0.021228789,0.018821401,0.02626242,0.0268898,0.026546929,0.026379142,0.024777864,0.022910314,0.02109383,Cancer
0.046605637,0.058373231,0.04358482,0.02663054,0.016708756,0.011771979,0.009509654,0.008663475,0.009667491,0.014787534,0.027257502,0.033627962,0.029975798,0.026262254,0.023267743,0.021040494,0.019979481,0.020216236,Cancer
0.043786503,0.053796293,0.044740218,0.031953682,0.021994531,0.014888086,0.011056345,0.008363999,0.008254279,0.008932852,0.02427332,0.035321225,0.03224064,0.029345734,0.026028831,0.022880727,0.020610378,0.019386584,Non Cancer
0.040145619,0.058039176,0.049968406,0.035636327,0.022747508,0.013772008,0.009291438,0.007252204,0.006534164,0.005290519,0.030918804,0.04017434,0.035241405,0.030653129,0.026143838,0.020916506,0.018338743,0.018029985,Cancer
0.01253933,0.03388858,0.037506941,0.03462891,0.030524709,0.026221544,0.02079863,0.017194151,0.016384416,0.016250231,0.020784749,0.027679067,0.026059597,0.025916158,0.024736258,0.024703868,0.025148066,0.025360911,Non Cancer
0.002154641,0.008110735,0.02128524,0.04008575,0.045483234,0.038297471,0.028198952,0.021336022,0.018093179,0.021563819,0.027128887,0.031953251,0.027487994,0.024785624,0.022511281,0.02103858,0.020512616,0.020527125,Cancer
0.019064135,0.043897141,0.049455811,0.042665125,0.030000467,0.020033399,0.01358721,0.010872104,0.010025458,0.00831932,0.030525972,0.036826186,0.032984165,0.02954503,0.025457773,0.021942732,0.019396954,0.019414471,Cancer
0.014140578,0.043693558,0.05150888,0.042331427,0.029767459,0.019295605,0.013598736,0.011318483,0.010821794,0.010818784,0.0346177,0.038734196,0.031460716,0.026189043,0.022926701,0.020390578,0.019009633,0.018780102,Cancer
0.022931425,0.047897122,0.046501053,0.038826664,0.028559576,0.019525018,0.014012541,0.010143436,0.008571862,0.010425043,0.034255536,0.040645542,0.034091997,0.028487778,0.022863616,0.019963782,0.017307263,0.015400632,Non Cancer
0.007800426,0.0255527,0.03898993,0.046245384,0.040234419,0.029286167,0.019924029,0.014787461,0.012859722,0.011455808,0.031620602,0.037054058,0.031657204,0.0274113,0.023995055,0.021184786,0.019863025,0.019688146,Non Cancer
0.008362846,0.028662267,0.042075821,0.044852704,0.037504024,0.028283967,0.020637476,0.014137959,0.010592402,0.011912428,0.029121056,0.03461848,0.031020605,0.027684321,0.025716355,0.02427962,0.022891178,0.01821877,Cancer
0.008889377,0.04066328,0.048721728,0.040485597,0.029788035,0.022570969,0.016738785,0.013712948,0.011758435,0.013336678,0.027138467,0.033278983,0.02997617,0.026840587,0.024859944,0.022262636,0.020930014,0.020360383,Cancer
0.002988929,0.009090118,0.021136519,0.037865817,0.045301867,0.040691516,0.02917108,0.019460687,0.017345947,0.021558016,0.02711075,0.032559017,0.028438357,0.025971765,0.023719186,0.021836596,0.02024782,0.019420786,Cancer
0.049067873,0.067527479,0.042589912,0.024687038,0.015111267,0.010725023,0.008148154,0.007368731,0.008136224,0.01331064,0.033077767,0.038482034,0.030496922,0.025367045,0.021346652,0.01883341,0.018244866,0.017974454,Cancer
0.071090235,0.059969267,0.033648058,0.020364679,0.013235853,0.010685318,0.009307078,0.009037767,0.008966479,0.010956213,0.024293454,0.029568785,0.027762816,0.024879602,0.023192447,0.022344908,0.022265699,0.024127115,Cancer
0.003934512,0.011803537,0.023947189,0.038150856,0.045529033,0.041061159,0.029276946,0.02047647,0.016538093,0.015425762,0.026702894,0.032836559,0.029292406,0.027386989,0.025500897,0.022347103,0.021145105,0.020712232,Non Cancer
0.00116482,0.009174695,0.024085315,0.038958809,0.046137996,0.04149264,0.030392048,0.022720944,0.017161367,0.014969093,0.02450762,0.031496538,0.02995582,0.02762154,0.026401032,0.024980973,0.022549238,0.02061406,Cancer
0.012605012,0.037455928,0.048595493,0.0412465,0.028851874,0.018481305,0.013736742,0.011179466,0.011571219,0.021021169,0.032065698,0.035508045,0.029239999,0.023367334,0.020962406,0.018506696,0.017523687,0.017567215,Non Cancer
0.009339989,0.025371591,0.035745637,0.040674146,0.036660666,0.030664623,0.024199908,0.017515734,0.013178646,0.013319248,0.024553273,0.032029727,0.02989838,0.027216527,0.025650563,0.024746693,0.023035664,0.021153531,Non Cancer
0.078136135,0.062130434,0.036287294,0.021114621,0.013183998,0.00886477,0.0073528,0.006409022,0.006514956,0.008004777,0.029387122,0.037125137,0.032468846,0.02759587,0.023016622,0.020758297,0.019227065,0.019698954,Non Cancer
0.010497526,0.027553286,0.039817327,0.038206787,0.030117816,0.021597191,0.016138042,0.013910854,0.01446221,0.030159168,0.020900741,0.026835072,0.025547366,0.022968326,0.021822086,0.020726629,0.020440069,0.020799176,Cancer
0.019216467,0.033062823,0.036887158,0.03427684,0.026879721,0.020193514,0.015319217,0.013325021,0.014378627,0.02916849,0.022935077,0.028345291,0.025804241,0.022016362,0.020867967,0.019125324,0.019453437,0.020630997,Cancer
0.061870843,0.06255224,0.037258785,0.022377076,0.015744812,0.011992586,0.009657666,0.00839481,0.008440237,0.009368754,0.020441909,0.028346113,0.028019043,0.026783443,0.024757423,0.02375804,0.023440055,0.02468474,Cancer
0.006569878,0.03883157,0.059600511,0.048894984,0.032018632,0.019542757,0.013092595,0.009849375,0.009131078,0.009974896,0.040115798,0.042256178,0.03309245,0.026624149,0.022412317,0.019082031,0.017094017,0.015664679,Cancer
0.005740677,0.022011504,0.034314017,0.040931587,0.039166654,0.031207734,0.022739771,0.016315414,0.013599275,0.019178693,0.02462732,0.031360076,0.029401929,0.026800975,0.024489841,0.023137345,0.020800202,0.018946093,Non Cancer
0.016846727,0.054794878,0.054174401,0.035753019,0.022650009,0.015741339,0.01230004,0.010428181,0.010214403,0.013677602,0.031289757,0.034986548,0.02947004,0.025194486,0.022874215,0.021283918,0.019724905,0.019516341,Cancer
0.007604474,0.035732521,0.047077344,0.041333375,0.03035601,0.021854161,0.016555011,0.014110439,0.013131837,0.017795863,0.01892609,0.027424071,0.026557641,0.026433865,0.025083935,0.024437981,0.023815234,0.022716724,Non Cancer
0.004896436,0.008072898,0.01367928,0.021554563,0.027881871,0.02917734,0.027193881,0.02256825,0.022476762,0.057998975,0.012259387,0.017521774,0.018231721,0.018217083,0.018495206,0.019497914,0.020152968,0.021678987,Cancer
0.030309085,0.065478715,0.049681944,0.028824825,0.01771326,0.012999511,0.01047953,0.009366335,0.010161474,0.011988256,0.027552602,0.033934105,0.030080737,0.027067363,0.024106997,0.021876529,0.020926439,0.020616539,Cancer
0.00050668,0.005179945,0.013055627,0.025324177,0.039112768,0.043795872,0.039107849,0.031074753,0.025255308,0.022069617,0.016636823,0.024305897,0.025255308,0.026362134,0.026219476,0.025245469,0.025466835,0.025476673,Non Cancer
0.008725066,0.037413461,0.04448677,0.038270951,0.029605159,0.02311273,0.01830367,0.015122657,0.014857902,0.016081308,0.013502513,0.021409604,0.023717321,0.025048999,0.027439699,0.028111466,0.028332754,0.027439699,Cancer
0.001788964,0.009465323,0.020255966,0.030648576,0.037318917,0.038784205,0.0345633,0.028247253,0.022578557,0.021079152,0.014224228,0.02171688,0.023593324,0.025959654,0.027293722,0.02789296,0.027293722,0.026978795,Non Cancer
0.01565781,0.031644595,0.0368452,0.038462077,0.033205476,0.027479912,0.022216312,0.018247613,0.014845872,0.009116107,0.014257916,0.022230311,0.025065095,0.027164935,0.028865806,0.031021642,0.032722513,0.029096789,Cancer
0.030474682,0.063086247,0.048468145,0.030890892,0.020597312,0.014308483,0.010836683,0.009720023,0.009161692,0.009964673,0.026216145,0.033017623,0.030038169,0.028358103,0.024414261,0.021632761,0.021150566,0.021982986,Cancer
0.01740255,0.046283378,0.049723105,0.038497038,0.027158281,0.019157294,0.01365695,0.012293938,0.011478278,0.011479351,0.022886795,0.030646304,0.02900425,0.027362196,0.025323045,0.023734653,0.021904782,0.023595132,Non Cancer
0.003681752,0.025881081,0.041210226,0.042748219,0.034350924,0.02580128,0.0191705,0.015702761,0.014534757,0.021534801,0.01779211,0.025924609,0.027839846,0.027687497,0.02659204,0.025162868,0.021996199,0.020516243,Cancer
0.008267883,0.008704729,0.010557875,0.013597403,0.017179539,0.022127393,0.026951092,0.02993084,0.03509022,0.06207442,0.005936506,0.009923299,0.012098332,0.014751596,0.018241764,0.021525006,0.026569426,0.030340096,Non Cancer
0.020548565,0.064516007,0.052167255,0.033085906,0.021400984,0.014638212,0.011183278,0.009369059,0.009644398,0.010757068,0.031946833,0.036669081,0.031565885,0.027103889,0.023241604,0.021140732,0.019398177,0.019466069,Non Cancer
0.000589688,0.003156566,0.008033633,0.016046454,0.026008714,0.036852037,0.046953047,0.047820235,0.038121601,0.021134421,0.014097014,0.021964147,0.024288212,0.026792652,0.028506216,0.028998779,0.030427905,0.029512155,Non Cancer
0.052074139,0.07893626,0.044207376,0.023254922,0.014400015,0.01033712,0.008053839,0.006432519,0.006350973,0.00476227,0.032915691,0.039103573,0.033179516,0.028531409,0.024818681,0.02228117,0.02070302,0.018995357,Non Cancer
0.076077518,0.065455281,0.034303955,0.019912378,0.013577518,0.010459425,0.007652155,0.00629539,0.006468069,0.007838649,0.024628986,0.032404484,0.030786233,0.029103844,0.027372119,0.024870737,0.02288246,0.01994198,Non Cancer
0.000112155,0.000566385,0.001676723,0.004463785,0.009998654,0.021881519,0.035743927,0.044497656,0.051815796,0.06339472,0.010447276,0.015898028,0.017883179,0.019279514,0.021186156,0.023204953,0.026878042,0.030674503,Cancer
0.000392645,0.001722405,0.004083513,0.007920968,0.014318472,0.022768203,0.032280694,0.04245283,0.050557033,0.058802588,0.008470672,0.013454652,0.015611585,0.018365338,0.021108621,0.02357967,0.027506125,0.03084623,Cancer
0.024190153,0.068116479,0.049523747,0.029664155,0.019071888,0.01449086,0.011855498,0.009996951,0.008984188,0.011284866,0.028321064,0.034923988,0.029577035,0.026985233,0.024048584,0.023003151,0.021511231,0.020110061,Cancer
0.129746046,0.052896765,0.020029326,0.011722772,0.007822981,0.006052476,0.004991732,0.005288117,0.005639098,0.004648551,0.026019405,0.034630144,0.030769351,0.028429476,0.024537485,0.022782579,0.021472249,0.021417652,Non Cancer
0.030787621,0.04409106,0.040189828,0.033101004,0.026862601,0.021070222,0.017174937,0.014576098,0.012393549,0.007802464,0.014540416,0.022491555,0.026154907,0.028480185,0.029509016,0.030145345,0.030186974,0.029241401,Non Cancer
0.012740973,0.039976262,0.050136671,0.044624874,0.033951949,0.022910373,0.015708171,0.012624083,0.010511078,0.005452453,0.020617537,0.030292404,0.030822903,0.031407351,0.029995684,0.02789167,0.025140268,0.024465904,Non Cancer
0.007098707,0.041239245,0.052727035,0.041141307,0.027248589,0.018960114,0.014937392,0.012612266,0.012739223,0.017036897,0.024404753,0.031713846,0.029454013,0.026758898,0.024382989,0.022170311,0.021078481,0.020530753,Cancer
0.00273095,0.012314942,0.028546642,0.039249707,0.040856451,0.037088561,0.031467526,0.025292088,0.01853658,0.011133242,0.019209051,0.028079506,0.028479908,0.029162646,0.028100039,0.027992238,0.027550769,0.024311616,Non Cancer
0.021062649,0.063481364,0.054052339,0.033588422,0.020471848,0.014266455,0.01111023,0.010063442,0.010190325,0.009370341,0.0288977,0.035582871,0.031518636,0.027688343,0.024167328,0.022486122,0.021090404,0.021130056,Non Cancer
0.005667959,0.019357058,0.035317249,0.042947495,0.03752189,0.029633654,0.022718744,0.018176559,0.015420758,0.018590906,0.018743355,0.026017887,0.026647226,0.026557321,0.026326693,0.024606761,0.023973513,0.023375446,Non Cancer
0.003195688,0.017324183,0.035054628,0.042273037,0.037441418,0.0302085,0.022533045,0.018165726,0.016333919,0.021975885,0.019935869,0.028278754,0.028169934,0.027582304,0.025191886,0.022504026,0.02121632,0.020349386,Cancer
0.032040061,0.052462969,0.045601665,0.033472596,0.023415955,0.01690556,0.012009347,0.01065525,0.010263058,0.010538831,0.023746223,0.031590072,0.030182308,0.028279142,0.025203527,0.023494394,0.022276533,0.02255726,Non Cancer
0.007245154,0.042157625,0.050873821,0.040029934,0.029156701,0.020623927,0.015554153,0.012582723,0.011805015,0.015976757,0.018866748,0.027417864,0.028448693,0.029050316,0.027715007,0.025433242,0.022659907,0.020220399,Non Cancer
0.013620667,0.049495074,0.051395801,0.035232367,0.023073519,0.01646813,0.01320715,0.01161112,0.012108066,0.019030484,0.025550993,0.030915831,0.02779269,0.025025029,0.022736176,0.022032472,0.020664964,0.02065771,Non Cancer
0.007324108,0.026091547,0.037982618,0.040819885,0.035875877,0.028198288,0.022552032,0.017622163,0.01488387,0.014919689,0.015887754,0.023800995,0.026397896,0.027373501,0.027543172,0.027444197,0.026694819,0.02555897,Non Cancer
0.013046979,0.051631087,0.055391838,0.041325429,0.027421787,0.018880855,0.013072679,0.010733989,0.009817359,0.006942398,0.019840318,0.028535449,0.031019772,0.031028338,0.029760477,0.028603982,0.025340095,0.02334407,Cancer
0.050256137,0.061275347,0.039935966,0.02594984,0.018367129,0.013879402,0.011072572,0.009567769,0.008906083,0.008631804,0.019306297,0.02780683,0.029845251,0.029434365,0.028009605,0.025875133,0.023954109,0.023036286,Cancer
0.01447672,0.03707143,0.039650469,0.031144354,0.022750686,0.01664587,0.013011274,0.012118948,0.014001538,0.03930297,0.016377447,0.022776077,0.022834114,0.02230815,0.020893487,0.019943123,0.01892384,0.019652936,Non Cancer
0.008136412,0.027537594,0.039574382,0.038272019,0.034566327,0.027154941,0.023852041,0.020878088,0.016749463,0.010622986,0.015245704,0.023764769,0.023382116,0.026188238,0.026161386,0.027772556,0.030813641,0.031921321,Non Cancer
0.002486338,0.011777732,0.024947554,0.033429593,0.037696511,0.034543265,0.029952604,0.025562663,0.022772008,0.021465386,0.016989977,0.023743234,0.02530367,0.025510865,0.026397918,0.025828132,0.027058351,0.025497915,Cancer
0.005773592,0.025045896,0.040631123,0.042513229,0.035798584,0.027136268,0.022388578,0.019214452,0.015600654,0.012718101,0.01782987,0.025832678,0.027294395,0.026677311,0.027251971,0.026580892,0.026985853,0.027853628,Non Cancer
0.001637793,0.010474596,0.024945407,0.035594701,0.038473577,0.035263503,0.030273693,0.025505896,0.019919202,0.022329306,0.015213277,0.023147474,0.024563255,0.025975397,0.026827049,0.026634153,0.026605037,0.024541418,Cancer
0.010718539,0.024827312,0.029694323,0.027499008,0.024724097,0.022651846,0.021071854,0.020921,0.02325129,0.035712584,0.011226677,0.016947201,0.018126241,0.019944422,0.022675665,0.023672092,0.026705042,0.027975387,Non Cancer
0.008431101,0.025865786,0.036571947,0.037140712,0.031545999,0.024899258,0.020114943,0.016862203,0.016375221,0.025754264,0.01598861,0.023263595,0.023583292,0.024323058,0.024724539,0.024560973,0.023720837,0.024192949,Cancer
0.043838491,0.07637173,0.046780013,0.02639036,0.015947955,0.010359062,0.008339216,0.007138095,0.006937091,0.00631839,0.029944699,0.038274111,0.033969683,0.030778131,0.026164843,0.022154567,0.019369926,0.018757109,Cancer
0.010982383,0.0460122,0.050410844,0.038671644,0.029106159,0.021600583,0.016325625,0.012797606,0.01157987,0.01001047,0.017765284,0.026232531,0.028520053,0.028895616,0.029049256,0.028053444,0.026744662,0.02429212,Non Cancer
0.041460743,0.020509978,0.015153741,0.012649267,0.010899474,0.009850934,0.009370075,0.010305078,0.013403948,0.08511741,0.010578901,0.01168087,0.012362087,0.013637699,0.014946705,0.015961852,0.019054043,0.021845698,Non Cancer
